Temp[C],Rain[mm],Passangers,Day,Month,Year,DayOfWeek,IsHoliday
13.9,0.0,8327.0,7,6,2022,1,0
14.7,0.0,4728.0,8,6,2022,2,0
15.0,0.02,8250.0,9,6,2022,3,0
15.2,0.0,9962.0,10,6,2022,4,0
17.0,0.0,17764.0,11,6,2022,5,0
17.6,0.0,12096.0,12,6,2022,6,0
16.2,0.0,6852.0,13,6,2022,0,0
14.6,0.0,7497.0,14,6,2022,1,0
15.2,0.0,9679.0,15,6,2022,2,0
17.8,0.0,9475.0,16,6,2022,3,0
16.9,0.0,4083.0,18,6,2022,5,0
13.8,0.07,10880.0,19,6,2022,6,0
15.7,0.0,5179.0,20,6,2022,0,0
13.9,0.0,9779.0,21,6,2022,1,0
14.8,0.0,8097.0,22,6,2022,2,0
17.6,0.0,6168.0,23,6,2022,3,0
17.7,0.0,15964.0,24,6,2022,4,1
18.5,0.0,16825.0,25,6,2022,5,1
20.5,0.0,10122.0,26,6,2022,6,0
23.4,0.0,7933.0,27,6,2022,0,0
24.8,0.0,10070.0,28,6,2022,1,0
23.8,0.0,10629.0,29,6,2022,2,0
21.8,0.0,10396.0,30,6,2022,3,0
22.4,0.0,10875.0,1,7,2022,4,0
22.6,0.0,16030.0,2,7,2022,5,0
24.1,0.0,12476.0,3,7,2022,6,0
22.0,0.0,11896.0,4,7,2022,0,0
19.7,0.0,10147.0,6,7,2022,2,0
18.1,0.0,11020.0,7,7,2022,3,0
17.8,0.0,10548.0,8,7,2022,4,0
17.1,0.0,11553.0,9,7,2022,5,0
17.4,0.0,13268.0,10,7,2022,6,0
17.2,0.02,10242.0,11,7,2022,0,0
19.4,0.0,9055.0,12,7,2022,1,0
20.3,0.0,8154.0,13,7,2022,2,0
19.8,0.02,10394.0,14,7,2022,3,0
18.0,0.12,8182.0,15,7,2022,4,0
15.8,0.05,9832.0,16,7,2022,5,0
14.1,0.02,6278.0,17,7,2022,6,0
14.5,0.02,9523.0,18,7,2022,0,0
15.4,0.0,9370.0,19,7,2022,1,0
18.2,0.0,14945.0,20,7,2022,2,0
19.0,0.0,14501.0,21,7,2022,3,0
20.3,0.0,15295.0,22,7,2022,4,0
21.4,0.0,15001.0,23,7,2022,5,0
17.8,0.0,14254.0,25,7,2022,0,0
19.4,0.0,8089.0,26,7,2022,1,0
19.6,0.02,11902.0,27,7,2022,2,0
17.8,0.0,8534.0,28,7,2022,3,0
16.8,0.0,10717.0,29,7,2022,4,0
16.2,0.0,14499.0,30,7,2022,5,0
16.4,0.0,11110.0,31,7,2022,6,0
16.6,0.0,9326.0,1,8,2022,0,0
17.6,0.0,10547.0,2,8,2022,1,0
18.5,0.0,11359.0,3,8,2022,2,0
17.6,0.0,12295.0,4,8,2022,3,0
21.2,0.0,14118.0,5,8,2022,4,0
22.6,0.0,9999.0,6,8,2022,5,0
19.1,0.02,12698.0,7,8,2022,6,0
16.9,0.0,5882.0,8,8,2022,0,0
16.2,0.0,11667.0,9,8,2022,1,0
17.5,0.0,9749.0,10,8,2022,2,0
17.7,0.0,8574.0,11,8,2022,3,0
19.1,0.0,11329.0,12,8,2022,4,0
19.4,0.0,18750.0,13,8,2022,5,0
19.6,0.0,12625.0,14,8,2022,6,0
19.3,0.0,8192.0,15,8,2022,0,0
20.9,0.0,9419.0,16,8,2022,1,0
23.2,0.0,8467.0,17,8,2022,2,0
22.9,0.0,10088.0,18,8,2022,3,0
23.1,0.0,10255.0,19,8,2022,4,0
24.4,0.0,15956.0,20,8,2022,5,0
23.1,0.0,11136.0,21,8,2022,6,0
21.4,0.0,5807.0,22,8,2022,0,0
19.5,0.02,6929.0,23,8,2022,1,0
19.7,0.0,6280.0,24,8,2022,2,0
21.4,0.0,7246.0,25,8,2022,3,0
17.4,0.0,7416.0,26,8,2022,4,0
17.1,0.0,17831.0,27,8,2022,5,0
18.8,0.0,12206.0,28,8,2022,6,0
21.3,0.02,4023.0,29,8,2022,0,0
16.2,0.0,5653.0,30,8,2022,1,0
15.2,0.0,4073.0,31,8,2022,2,0
11.3,0.0,4678.0,1,9,2022,3,0
11.0,0.0,6248.0,2,9,2022,4,0
10.2,0.0,7776.0,3,9,2022,5,0
9.0,0.0,5781.0,4,9,2022,6,0
9.9,0.0,4139.0,5,9,2022,0,0
9.7,0.0,5103.0,6,9,2022,1,0
11.4,0.0,4688.0,7,9,2022,2,0
11.1,0.0,5115.0,8,9,2022,3,0
9.2,0.0,5990.0,9,9,2022,4,0
11.3,0.0,10606.0,10,9,2022,5,0
12.6,0.0,7134.0,11,9,2022,6,0
11.5,0.0,4272.0,12,9,2022,0,0
11.3,0.0,3571.0,13,9,2022,1,0
12.5,0.0,3049.0,14,9,2022,2,0
12.6,0.05,3708.0,15,9,2022,3,0
12.9,0.13,4307.0,16,9,2022,4,0
11.5,0.05,6101.0,17,9,2022,5,0
11.2,0.0,5674.0,18,9,2022,6,0
11.5,0.0,3316.0,19,9,2022,0,0
11.5,0.02,2838.0,20,9,2022,1,0
11.0,0.0,3422.0,21,9,2022,2,0
9.5,0.0,3883.0,22,9,2022,3,0
9.2,0.0,4687.0,23,9,2022,4,0
10.7,0.0,7284.0,24,9,2022,5,0
11.2,0.0,5360.0,25,9,2022,6,0
9.5,0.0,3385.0,26,9,2022,0,0
10.6,0.0,3592.0,27,9,2022,1,0
11.7,0.0,3146.0,28,9,2022,2,0
9.9,0.02,2604.0,29,9,2022,3,0
7.7,0.07,3799.0,30,9,2022,4,0
8.7,0.07,7406.0,1,10,2022,5,0
10.2,0.0,5182.0,2,10,2022,6,0
10.8,0.0,3032.0,3,10,2022,0,0
7.5,0.0,2711.0,4,10,2022,1,0
8.1,0.0,2840.0,5,10,2022,2,0
9.2,0.02,3102.0,6,10,2022,3,0
13.0,0.02,4703.0,7,10,2022,4,0
9.4,0.0,3295.0,10,10,2022,0,0
11.1,0.0,2047.0,11,10,2022,1,0
9.4,0.02,3807.0,12,10,2022,2,0
7.6,0.0,3188.0,13,10,2022,3,0
7.3,0.0,3161.0,14,10,2022,4,0
10.3,0.02,4685.0,15,10,2022,5,0
10.4,0.0,2786.0,16,10,2022,6,0
11.4,0.07,3657.0,17,10,2022,0,0
10.2,0.0,2918.0,18,10,2022,1,0
8.6,0.02,3888.0,19,10,2022,2,0
4.2,0.0,3745.0,20,10,2022,3,0
6.9,0.0,3712.0,21,10,2022,4,0
7.9,0.0,5909.0,22,10,2022,5,0
8.1,0.0,4191.0,23,10,2022,6,0
7.0,0.0,3554.0,24,10,2022,0,0
6.4,0.05,2816.0,26,10,2022,2,0
8.9,0.0,4251.0,28,10,2022,4,0
10.7,0.0,4046.0,29,10,2022,5,0
10.6,0.02,5202.0,30,10,2022,6,0
5.1,0.0,3856.0,31,10,2022,0,0
5.2,0.0,3395.0,1,11,2022,1,0
8.5,0.0,3119.0,2,11,2022,2,0
6.4,0.0,3182.0,3,11,2022,3,0
6.8,0.02,4134.0,4,11,2022,4,0
6.2,0.0,12656.0,5,11,2022,5,1
3.1,0.02,2887.0,6,11,2022,6,0
7.8,0.05,2418.0,7,11,2022,0,0
8.8,0.02,2478.0,8,11,2022,1,0
8.1,0.03,2173.0,9,11,2022,2,0
8.4,0.03,2759.0,10,11,2022,3,0
9.9,0.0,3214.0,11,11,2022,4,0
10.3,0.02,6293.0,12,11,2022,5,0
11.8,0.0,4876.0,13,11,2022,6,0
6.2,0.0,2436.0,14,11,2022,0,0
5.6,0.0,2095.0,15,11,2022,1,0
4.2,0.02,2762.0,16,11,2022,2,0
-0.6,0.0,2788.0,17,11,2022,3,0
0.3,0.0,2995.0,18,11,2022,4,0
-0.4,0.0,3674.0,19,11,2022,5,0
-1.9,0.02,2301.0,20,11,2022,6,0
-1.3,0.05,2178.0,21,11,2022,0,0
-1.3,0.02,2239.0,22,11,2022,1,0
-1.4,0.0,2195.0,23,11,2022,2,0
-2.5,0.0,2421.0,24,11,2022,3,0
-2.4,0.0,3070.0,25,11,2022,4,0
-0.1,0.0,3780.0,26,11,2022,5,0
-1.9,0.02,2125.0,27,11,2022,6,0
-2.4,0.02,2310.0,28,11,2022,0,0
0.5,0.0,1992.0,29,11,2022,1,0
1.7,0.0,2312.0,30,11,2022,2,0
1.0,0.02,2722.0,1,12,2022,3,0
0.1,0.0,3330.0,2,12,2022,4,0
-2.3,0.0,3358.0,3,12,2022,5,0
-3.0,0.0,2607.0,4,12,2022,6,0
-2.1,0.0,3327.0,5,12,2022,0,0
-1.8,0.0,2648.0,6,12,2022,1,1
-0.1,0.03,2350.0,7,12,2022,2,0
-0.4,0.07,2522.0,8,12,2022,3,0
-1.9,0.05,3942.0,9,12,2022,4,0
-4.4,0.02,3272.0,10,12,2022,5,0
-0.8,0.03,2542.0,11,12,2022,6,0
-3.4,0.0,2395.0,12,12,2022,0,0
-7.3,0.05,1861.0,13,12,2022,1,0
-7.8,0.07,3131.0,14,12,2022,2,0
-6.1,0.02,2384.0,15,12,2022,3,0
-6.5,0.0,2805.0,16,12,2022,4,0
-5.6,0.0,3462.0,17,12,2022,5,0
-2.7,0.0,2064.0,18,12,2022,6,0
1.6,0.0,3087.0,19,12,2022,0,0
0.7,0.0,2414.0,20,12,2022,1,0
-0.1,0.02,2509.0,21,12,2022,2,0
3.3,0.03,3015.0,22,12,2022,3,0
3.4,0.0,2315.0,23,12,2022,4,0
2.2,0.02,2220.0,24,12,2022,5,1
-2.2,0.0,2313.0,25,12,2022,6,1
-5.3,0.0,1873.0,26,12,2022,0,1
-3.4,0.0,2500.0,27,12,2022,1,0
-0.9,0.07,3841.0,28,12,2022,2,0
-1.1,0.0,3280.0,29,12,2022,3,0
0.6,0.05,3782.0,30,12,2022,4,0
3.3,0.05,2982.0,31,12,2022,5,0
3.9,0.0,4480.0,1,1,2023,6,1
1.1,0.0,3225.0,2,1,2023,0,0
-1.0,0.0,2875.0,3,1,2023,1,0
-0.7,0.05,2789.0,4,1,2023,2,0
-3.7,0.02,2879.0,5,1,2023,3,0
-9.7,0.0,2941.0,6,1,2023,4,1
-7.7,0.0,2502.0,7,1,2023,5,0
-6.6,0.0,1864.0,8,1,2023,6,0
-6.5,0.02,1843.0,9,1,2023,0,0
-4.0,0.08,1965.0,10,1,2023,1,0
-1.7,0.03,2214.0,11,1,2023,2,0
1.9,0.02,2129.0,12,1,2023,3,0
1.7,0.05,2311.0,13,1,2023,4,0
1.9,0.07,2199.0,14,1,2023,5,0
3.3,0.03,1407.0,15,1,2023,6,0
2.6,0.03,2140.0,16,1,2023,0,0
3.0,0.0,2236.0,17,1,2023,1,0
1.3,0.05,2443.0,18,1,2023,2,0
2.0,0.02,2078.0,19,1,2023,3,0
0.8,0.08,2885.0,20,1,2023,4,0
0.8,0.0,4041.0,21,1,2023,5,0
-3.8,0.0,2762.0,22,1,2023,6,0
-4.3,0.0,2444.0,23,1,2023,0,0
-2.0,0.0,2309.0,24,1,2023,1,0
0.5,0.0,2166.0,25,1,2023,2,0
2.8,0.0,2391.0,26,1,2023,3,0
2.3,0.0,3886.0,27,1,2023,4,0
-2.3,0.0,2866.0,28,1,2023,5,0
0.4,0.0,2814.0,29,1,2023,6,0
1.2,0.0,2150.0,30,1,2023,0,0
2.5,0.03,2566.0,31,1,2023,1,0
0.7,0.0,2552.0,1,2,2023,2,0
0.6,0.0,3214.0,2,2,2023,3,0
-1.1,0.0,3477.0,3,2,2023,4,0
-3.0,0.0,4003.0,4,2,2023,5,0
-4.7,0.0,2702.0,5,2,2023,6,0
-3.0,0.0,3016.0,6,2,2023,0,0
-0.9,0.0,2386.0,7,2,2023,1,0
0.9,0.0,2661.0,8,2,2023,2,0
2.3,0.0,2527.0,9,2,2023,3,0
2.1,0.0,3054.0,10,2,2023,4,0
0.9,0.02,4859.0,11,2,2023,5,0
-1.7,0.05,2582.0,12,2,2023,6,0
-0.9,0.0,2795.0,13,2,2023,0,0
4.6,0.0,3249.0,14,2,2023,1,0
2.6,0.0,2775.0,15,2,2023,2,0
0.4,0.0,2561.0,16,2,2023,3,0
1.4,0.0,2462.0,17,2,2023,4,0
1.9,0.02,2408.0,18,2,2023,5,0
-0.4,0.12,2905.0,19,2,2023,6,0
-2.5,0.03,3104.0,20,2,2023,0,0
-4.8,0.0,2523.0,21,2,2023,1,0
-5.4,0.0,3189.0,22,2,2023,2,0
-9.6,0.0,2359.0,23,2,2023,3,0
-2.9,0.02,3108.0,24,2,2023,4,0
-1.5,0.0,3780.0,25,2,2023,5,0
-3.6,0.0,3166.0,26,2,2023,6,0
-5.7,0.0,2637.0,27,2,2023,0,0
-4.4,0.0,2583.0,28,2,2023,1,0
1.7,0.0,2613.0,1,3,2023,2,0
1.4,0.0,2749.0,2,3,2023,3,0
2.8,0.0,3587.0,3,3,2023,4,0
1.8,0.0,3041.0,4,3,2023,5,0
-0.2,0.0,2589.0,5,3,2023,6,0
-1.7,0.0,2285.0,6,3,2023,0,0
-4.0,0.0,2525.0,7,3,2023,1,0
-5.9,0.0,2434.0,8,3,2023,2,0
-3.6,0.02,2848.0,9,3,2023,3,0
-7.9,0.0,3209.0,10,3,2023,4,0
-1.7,0.0,2634.0,11,3,2023,5,0
-3.9,0.02,3740.0,12,3,2023,6,0
-3.9,0.0,3158.0,13,3,2023,0,0
-2.3,0.05,2131.0,14,3,2023,1,0
3.1,0.08,2976.0,15,3,2023,2,0
1.7,0.0,3203.0,16,3,2023,3,0
0.2,0.0,3460.0,17,3,2023,4,0
-0.8,0.0,3711.0,18,3,2023,5,0
3.6,0.0,3317.0,19,3,2023,6,0
3.0,0.0,2287.0,20,3,2023,0,0
1.7,0.02,3221.0,21,3,2023,1,0
1.7,0.0,2165.0,22,3,2023,2,0
1.5,0.03,3221.0,23,3,2023,3,0
3.9,0.02,3069.0,24,3,2023,4,0
3.1,0.08,4008.0,25,3,2023,5,0
2.9,0.03,2089.0,26,3,2023,6,0
-0.8,0.02,2123.0,27,3,2023,0,0
-2.0,0.08,2715.0,28,3,2023,1,0
-0.2,0.0,2762.0,29,3,2023,2,0
-2.6,0.0,2968.0,30,3,2023,3,0
-3.2,0.0,3091.0,31,3,2023,4,0
-0.6,0.0,5632.0,1,4,2023,5,0
0.5,0.0,4842.0,2,4,2023,6,0
0.4,0.0,3478.0,3,4,2023,0,0
-0.2,0.0,3245.0,4,4,2023,1,0
0.1,0.0,2761.0,5,4,2023,2,0
2.2,0.0,2724.0,6,4,2023,3,0
2.0,0.0,7300.0,7,4,2023,4,1
4.5,0.0,8156.0,8,4,2023,5,0
5.2,0.0,6815.0,9,4,2023,6,1
5.7,0.0,6204.0,10,4,2023,0,1
4.9,0.0,2843.0,11,4,2023,1,0
5.7,0.0,3962.0,12,4,2023,2,0
8.2,0.0,2739.0,13,4,2023,3,0
6.7,0.0,3776.0,14,4,2023,4,0
4.2,0.0,5307.0,15,4,2023,5,0
4.3,0.0,4874.0,16,4,2023,6,0
5.2,0.0,3516.0,17,4,2023,0,0
6.6,0.0,3578.0,18,4,2023,1,0
8.8,0.0,3875.0,19,4,2023,2,0
8.4,0.0,3965.0,20,4,2023,3,0
10.4,0.0,5498.0,21,4,2023,4,0
11.1,0.0,10562.0,22,4,2023,5,0
11.0,0.0,6679.0,23,4,2023,6,0
9.3,0.0,3681.0,24,4,2023,0,0
8.6,0.0,3830.0,25,4,2023,1,0
10.0,0.02,3350.0,26,4,2023,2,0
8.9,0.0,4520.0,27,4,2023,3,0
7.0,0.02,5091.0,28,4,2023,4,0
5.3,0.0,8437.0,29,4,2023,5,0
5.6,0.0,4848.0,30,4,2023,6,0
5.3,0.03,9607.0,1,5,2023,0,1
6.0,0.02,3480.0,2,5,2023,1,0
5.6,0.03,3958.0,3,5,2023,2,0
6.5,0.0,4434.0,4,5,2023,3,0
3.8,0.02,5056.0,5,5,2023,4,0
2.8,0.0,7353.0,6,5,2023,5,0
4.5,0.0,7496.0,7,5,2023,6,0
6.1,0.0,5398.0,8,5,2023,0,0
7.8,0.0,6327.0,9,5,2023,1,0
9.1,0.0,5014.0,10,5,2023,2,0
11.3,0.0,6542.0,11,5,2023,3,0
13.5,0.0,8718.0,12,5,2023,4,0
14.5,0.0,11613.0,13,5,2023,5,0
14.9,0.0,11168.0,14,5,2023,6,0
15.0,0.0,6714.0,15,5,2023,0,0
14.5,0.0,3791.0,16,5,2023,1,0
12.0,0.03,6324.0,17,5,2023,2,0
10.0,0.0,9105.0,19,5,2023,4,0
9.8,0.0,14847.0,20,5,2023,5,0
13.1,0.0,10500.0,21,5,2023,6,0
14.6,0.0,6497.0,22,5,2023,0,0
15.5,0.0,8214.0,23,5,2023,1,0
14.6,0.0,10325.0,24,5,2023,2,0
16.7,0.0,8763.0,25,5,2023,3,0
15.2,0.0,7351.0,26,5,2023,4,0
10.6,0.02,13399.0,27,5,2023,5,0
11.1,0.0,8200.0,28,5,2023,6,1
11.9,0.0,8644.0,29,5,2023,0,0
12.3,0.0,10346.0,30,5,2023,1,0
11.6,0.0,9736.0,31,5,2023,2,0
13.0,0.0,10143.0,1,6,2023,3,0
9.6,0.0,6340.0,2,6,2023,4,0
7.6,0.02,8392.0,3,6,2023,5,0
9.8,0.0,7533.0,4,6,2023,6,0
12.5,0.0,8626.0,5,6,2023,0,0
14.3,0.0,9071.0,6,6,2023,1,0
13.1,0.0,10666.0,7,6,2023,2,0
12.6,0.0,8419.0,8,6,2023,3,0
12.1,0.0,11402.0,9,6,2023,4,0
12.8,0.0,17081.0,10,6,2023,5,0
12.1,0.0,12184.0,11,6,2023,6,0
12.8,0.0,9694.0,12,6,2023,0,0
15.4,0.0,11620.0,13,6,2023,1,0
17.8,0.0,12164.0,14,6,2023,2,0
18.5,0.0,13286.0,15,6,2023,3,0
20.3,0.0,13574.0,16,6,2023,4,0
21.5,0.0,14543.0,18,6,2023,6,0
19.9,0.0,9980.0,19,6,2023,0,0
18.7,0.0,12357.0,20,6,2023,1,0
22.4,0.0,5235.0,22,6,2023,3,0
21.7,0.0,15623.0,24,6,2023,5,1
18.8,0.0,5504.0,25,6,2023,6,0
17.0,0.02,10000.0,26,6,2023,0,0
19.0,0.0,12734.0,27,6,2023,1,0
19.9,0.0,13291.0,28,6,2023,2,0
21.4,0.0,11722.0,29,6,2023,3,0
21.5,0.0,13812.0,30,6,2023,4,0
22.4,0.0,6965.0,1,7,2023,5,0
18.4,0.1,7807.0,2,7,2023,6,0
17.5,0.02,4867.0,3,7,2023,0,0
15.1,0.05,7825.0,4,7,2023,1,0
14.5,0.02,10094.0,5,7,2023,2,0
14.9,0.0,9344.0,6,7,2023,3,0
15.2,0.02,14842.0,7,7,2023,4,0
15.7,0.0,9912.0,8,7,2023,5,0
16.5,0.17,7459.0,9,7,2023,6,0
16.1,0.0,12015.0,10,7,2023,0,0
15.8,0.0,15727.0,11,7,2023,1,0
16.4,0.0,15957.0,12,7,2023,2,0
18.0,0.0,5276.0,13,7,2023,3,0
19.1,0.0,13028.0,14,7,2023,4,0
18.1,0.0,19608.0,15,7,2023,5,0
18.7,0.0,13995.0,16,7,2023,6,0
18.8,0.03,13408.0,17,7,2023,0,0
18.5,0.0,11998.0,18,7,2023,1,0
17.4,0.03,12315.0,19,7,2023,2,0
16.9,0.0,12034.0,20,7,2023,3,0
16.6,0.0,11607.0,21,7,2023,4,0
16.6,0.03,18527.0,22,7,2023,5,0
16.6,0.0,13175.0,23,7,2023,6,0
16.6,0.0,13221.0,24,7,2023,0,0
16.9,0.0,12161.0,25,7,2023,1,0
16.4,0.03,11211.0,26,7,2023,2,0
17.7,0.02,12369.0,27,7,2023,3,0
17.4,0.0,11807.0,28,7,2023,4,0
16.5,0.0,8833.0,29,7,2023,5,0
16.1,0.08,18104.0,30,7,2023,6,0
18.4,0.0,8707.0,31,7,2023,0,0
16.5,0.05,5914.0,1,8,2023,1,0
16.2,0.12,7402.0,2,8,2023,2,0
17.8,0.12,9486.0,3,8,2023,3,0
17.2,0.07,9111.0,4,8,2023,4,0
17.7,0.02,19566.0,5,8,2023,5,0
18.9,0.0,9522.0,6,8,2023,6,0
19.2,0.0,14043.0,7,8,2023,0,0
23.5,0.0,5749.0,8,8,2023,1,0
19.6,0.0,10992.0,9,8,2023,2,0
17.7,0.0,8025.0,10,8,2023,3,0
16.2,0.05,11730.0,11,8,2023,4,0
17.4,0.0,20283.0,12,8,2023,5,0
16.4,0.0,14121.0,13,8,2023,6,0
17.9,0.0,9853.0,14,8,2023,0,0
19.3,0.0,11829.0,15,8,2023,1,0
19.7,0.0,9646.0,16,8,2023,2,0
20.5,0.02,11899.0,17,8,2023,3,0
19.4,0.02,10893.0,18,8,2023,4,0
17.6,0.0,9240.0,19,8,2023,5,0
15.3,0.03,12834.0,20,8,2023,6,0
16.3,0.0,6643.0,21,8,2023,0,0
16.7,0.0,8564.0,22,8,2023,1,0
17.1,0.0,7718.0,23,8,2023,2,0
17.0,0.0,8677.0,24,8,2023,3,0
17.0,0.0,10546.0,25,8,2023,4,0
17.0,0.0,15209.0,26,8,2023,5,0
17.9,0.0,3858.0,27,8,2023,6,0
17.4,0.18,3339.0,28,8,2023,0,0
15.6,0.27,10746.0,29,8,2023,1,0
17.3,0.0,3935.0,30,8,2023,2,0
16.4,0.05,5846.0,31,8,2023,3,0
18.1,0.25,7839.0,1,9,2023,4,0
17.5,0.0,6469.0,2,9,2023,5,0
14.7,0.07,9074.0,3,9,2023,6,0
15.5,0.0,5310.0,4,9,2023,0,0
16.5,0.0,5339.0,5,9,2023,1,0
17.4,0.0,6728.0,6,9,2023,2,0
14.0,0.0,6488.0,7,9,2023,3,0
14.0,0.0,7240.0,8,9,2023,4,0
17.6,0.0,12698.0,9,9,2023,5,0
16.4,0.0,7986.0,10,9,2023,6,0
18.0,0.0,5043.0,11,9,2023,0,0
17.2,0.0,5873.0,12,9,2023,1,0
17.2,0.0,3820.0,13,9,2023,2,0
17.2,0.1,5722.0,14,9,2023,3,0
13.6,0.03,7561.0,15,9,2023,4,0
12.9,0.0,9195.0,16,9,2023,5,0
16.9,0.0,4369.0,17,9,2023,6,0
14.5,0.02,4950.0,18,9,2023,0,0
10.7,0.0,3353.0,19,9,2023,1,0
15.3,0.12,3773.0,20,9,2023,2,0
15.9,0.0,5342.0,21,9,2023,3,0
17.6,0.0,7782.0,22,9,2023,4,0
18.1,0.0,4195.0,23,9,2023,5,0
16.7,0.07,8301.0,24,9,2023,6,0
15.7,0.0,4093.0,25,9,2023,0,0
13.7,0.0,4309.0,26,9,2023,1,0
16.0,0.0,4044.0,27,9,2023,2,0
15.5,0.0,5389.0,28,9,2023,3,0
15.8,0.0,5230.0,29,9,2023,4,0
16.5,0.0,6834.0,30,9,2023,5,0
15.3,0.05,6714.0,1,10,2023,6,0
12.6,0.0,4810.0,2,10,2023,0,0
12.3,0.02,3891.0,3,10,2023,1,0
12.9,0.2,4096.0,4,10,2023,2,0
10.7,0.05,4437.0,5,10,2023,3,0
9.4,0.0,5308.0,6,10,2023,4,0
7.3,0.1,3157.0,7,10,2023,5,0
7.9,0.08,3289.0,8,10,2023,6,0
4.3,0.0,4093.0,9,10,2023,0,0
3.3,0.0,3297.0,10,10,2023,1,0
5.0,0.0,2209.0,11,10,2023,2,0
12.2,0.13,3602.0,12,10,2023,3,0
9.4,0.02,4572.0,13,10,2023,4,0
9.1,0.0,3601.0,14,10,2023,5,0
11.0,0.13,4504.0,15,10,2023,6,0
7.9,0.0,4223.0,16,10,2023,0,0
5.7,0.0,4637.0,17,10,2023,1,0
1.9,0.0,3693.0,19,10,2023,3,0
1.9,0.0,4596.0,20,10,2023,4,0
1.8,0.0,5203.0,21,10,2023,5,0
2.5,0.0,2717.0,22,10,2023,6,0
4.7,0.02,3144.0,23,10,2023,0,0
3.6,0.0,3760.0,24,10,2023,1,0
1.8,0.0,3447.0,25,10,2023,2,0
1.3,0.02,3708.0,26,10,2023,3,0
2.6,0.0,3510.0,27,10,2023,4,0
1.0,0.0,4974.0,28,10,2023,5,0
0.0,0.0,5272.0,29,10,2023,6,0
-0.3,0.0,3257.0,30,10,2023,0,0
2.2,0.02,2668.0,31,10,2023,1,0
4.4,0.13,3495.0,1,11,2023,2,0
3.3,0.02,4613.0,2,11,2023,3,0
1.7,0.0,4105.0,3,11,2023,4,0
4.8,0.0,8296.0,4,11,2023,5,1
8.1,0.07,4349.0,5,11,2023,6,0
7.8,0.0,2803.0,6,11,2023,0,0
8.1,0.0,2804.0,7,11,2023,1,0
7.7,0.0,3351.0,8,11,2023,2,0
4.1,0.0,3331.0,9,11,2023,3,0
4.4,0.03,2568.0,10,11,2023,4,0
7.2,0.1,4407.0,11,11,2023,5,0
7.3,0.05,2672.0,12,11,2023,6,0
4.7,0.05,2737.0,13,11,2023,0,0
1.2,0.0,2773.0,14,11,2023,1,0
0.3,0.0,2893.0,15,11,2023,2,0
-0.2,0.0,3137.0,16,11,2023,3,0
-3.0,0.0,4002.0,17,11,2023,4,0
-4.7,0.0,4510.0,18,11,2023,5,0
-0.9,0.0,2895.0,19,11,2023,6,0
1.4,0.02,2578.0,20,11,2023,0,0
1.9,0.0,3095.0,21,11,2023,1,0
-2.8,0.0,2615.0,22,11,2023,2,0
-2.2,0.0,3048.0,23,11,2023,3,0
2.1,0.02,3563.0,24,11,2023,4,0
-1.4,0.0,3522.0,25,11,2023,5,0
-8.8,0.0,2558.0,26,11,2023,6,0
-9.2,0.0,2584.0,27,11,2023,0,0
-10.7,0.0,2377.0,28,11,2023,1,0
-4.0,0.03,2953.0,29,11,2023,2,0
-1.2,0.0,3175.0,30,11,2023,3,0
-3.6,0.02,3183.0,1,12,2023,4,0
-5.2,0.02,3868.0,2,12,2023,5,0
-8.0,0.0,3059.0,3,12,2023,6,0
-9.4,0.0,2934.0,4,12,2023,0,0
-10.2,0.0,3592.0,5,12,2023,1,0
-8.8,0.0,3140.0,6,12,2023,2,1
-3.5,0.0,2937.0,7,12,2023,3,0
-2.3,0.0,3877.0,8,12,2023,4,0
-4.3,0.0,4317.0,9,12,2023,5,0
-6.8,0.0,2924.0,10,12,2023,6,0
-3.9,0.02,2877.0,11,12,2023,0,0
-3.9,0.0,2647.0,12,12,2023,1,0
-6.6,0.07,3244.0,13,12,2023,2,0
-4.1,0.03,2578.0,14,12,2023,3,0
-4.1,0.0,3420.0,15,12,2023,4,0
-4.7,0.0,4095.0,16,12,2023,5,0
-0.4,0.0,3660.0,17,12,2023,6,0
2.4,0.0,3332.0,18,12,2023,0,0
1.5,0.0,3053.0,19,12,2023,1,0
3.4,0.03,3423.0,20,12,2023,2,0
0.0,0.0,3275.0,21,12,2023,3,0
0.5,0.03,2617.0,22,12,2023,4,0
1.1,0.12,2391.0,23,12,2023,5,0
1.2,0.02,2101.0,24,12,2023,6,1
-1.7,0.0,2273.0,25,12,2023,0,1
-1.5,0.0,2871.0,26,12,2023,1,1
-3.1,0.0,3660.0,27,12,2023,2,0
-3.2,0.03,4403.0,28,12,2023,3,0
-0.8,0.0,3857.0,29,12,2023,4,0
0.5,0.08,4108.0,30,12,2023,5,0
-2.9,0.03,4011.0,31,12,2023,6,0
