Temp[C],Rain[mm],Passangers,Day,Month,Year,DayOfWeek,IsHoliday
-11.1,0.02,2061.0,7,1,2010,3,0
-16.1,0.0,2129.0,9,1,2010,5,0
-12.6,0.0,2063.0,11,1,2010,0,0
-10.2,0.0,2118.0,12,1,2010,1,0
-3.2,0.0,2216.0,13,1,2010,2,0
-6.6,0.0,2122.0,18,1,2010,0,0
-11.9,0.0,2565.0,23,1,2010,5,0
-15.2,0.0,1772.0,24,1,2010,6,0
-17.0,0.0,2080.0,25,1,2010,0,0
-9.1,0.0,2106.0,26,1,2010,1,0
-16.2,0.0,2325.0,27,1,2010,2,0
-17.6,0.0,1891.0,28,1,2010,3,0
-16.0,0.0,2155.0,29,1,2010,4,0
-7.8,0.03,1784.0,31,1,2010,6,0
-2.8,0.03,2216.0,1,2,2010,0,0
-5.9,0.02,2223.0,3,2,2010,2,0
-4.4,0.0,1996.0,4,2,2010,3,0
-3.8,0.0,2332.0,5,2,2010,4,0
-3.0,0.0,2661.0,6,2,2010,5,0
-6.0,0.0,1835.0,7,2,2010,6,0
-4.2,0.02,2317.0,8,2,2010,0,0
-8.0,0.0,2225.0,10,2,2010,2,0
-11.9,0.0,2297.0,11,2,2010,3,0
-10.8,0.0,2447.0,12,2,2010,4,0
-8.8,0.0,2183.0,13,2,2010,5,0
-8.4,0.0,2348.0,14,2,2010,6,0
-10.5,0.0,2281.0,15,2,2010,0,0
-10.0,0.0,2314.0,16,2,2010,1,0
-8.2,0.0,2050.0,17,2,2010,2,0
-9.1,0.0,2276.0,18,2,2010,3,0
-12.8,0.0,2191.0,19,2,2010,4,0
-14.7,0.02,2039.0,20,2,2010,5,0
-18.3,0.0,1303.0,21,2,2010,6,0
-10.3,0.05,1901.0,24,2,2010,2,0
-12.4,0.0,1874.0,25,2,2010,3,0
-6.1,0.0,1879.0,26,2,2010,4,0
0.4,0.0,1497.0,28,2,2010,6,0
1.0,0.02,1868.0,1,3,2010,0,0
0.5,0.05,2216.0,2,3,2010,1,0
0.4,0.0,1852.0,3,3,2010,2,0
-3.9,0.0,2240.0,4,3,2010,3,0
-6.1,0.0,3338.0,6,3,2010,5,0
-6.5,0.0,2763.0,7,3,2010,6,0
-3.1,0.0,2303.0,9,3,2010,1,0
0.1,0.0,2478.0,12,3,2010,4,0
-1.8,0.03,2949.0,13,3,2010,5,0
-3.7,0.0,2065.0,14,3,2010,6,0
-5.8,0.0,2143.0,15,3,2010,0,0
-7.4,0.0,2056.0,16,3,2010,1,0
-7.7,0.0,2521.0,17,3,2010,2,0
-7.1,0.0,2419.0,18,3,2010,3,0
-3.2,0.05,2307.0,19,3,2010,4,0
1.5,0.03,2680.0,20,3,2010,5,0
1.4,0.0,2122.0,21,3,2010,6,0
0.3,0.05,2390.0,22,3,2010,0,0
-1.7,0.0,2425.0,23,3,2010,1,0
-1.7,0.0,2645.0,24,3,2010,2,0
1.4,0.02,3043.0,27,3,2010,5,0
2.1,0.02,2138.0,28,3,2010,6,0
1.9,0.05,2149.0,29,3,2010,0,0
1.4,0.0,2344.0,30,3,2010,1,0
1.4,0.02,2417.0,31,3,2010,2,0
2.1,0.02,2727.0,1,4,2010,3,0
3.3,0.0,2095.0,3,4,2010,5,0
3.9,0.07,2881.0,4,4,2010,6,1
3.2,0.0,2773.0,5,4,2010,0,1
3.2,0.0,2044.0,6,4,2010,1,0
1.2,0.0,2633.0,8,4,2010,3,0
2.7,0.0,2616.0,9,4,2010,4,0
4.7,0.0,3967.0,11,4,2010,6,0
6.1,0.0,2621.0,12,4,2010,0,0
6.3,0.0,3092.0,14,4,2010,2,0
6.6,0.0,2949.0,15,4,2010,3,0
4.1,0.0,2452.0,16,4,2010,4,0
4.2,0.02,4700.0,17,4,2010,5,0
3.4,0.0,2671.0,18,4,2010,6,0
4.4,0.03,2542.0,19,4,2010,0,0
3.5,0.0,2589.0,20,4,2010,1,0
4.8,0.0,2473.0,22,4,2010,3,0
2.9,0.03,3232.0,23,4,2010,4,0
3.3,0.03,4517.0,24,4,2010,5,0
3.5,0.0,3487.0,25,4,2010,6,0
5.8,0.0,3143.0,26,4,2010,0,0
6.1,0.0,2719.0,27,4,2010,1,0
8.9,0.0,4122.0,28,4,2010,2,0
6.9,0.0,2423.0,29,4,2010,3,0
4.2,0.02,4556.0,30,4,2010,4,0
7.5,0.0,5274.0,1,5,2010,5,1
6.9,0.0,4209.0,2,5,2010,6,0
6.9,0.0,3811.0,3,5,2010,0,0
6.3,0.0,2454.0,4,5,2010,1,0
4.4,0.07,3660.0,5,5,2010,2,0
5.9,0.0,4271.0,6,5,2010,3,0
6.1,0.0,2824.0,7,5,2010,4,0
5.4,0.13,3702.0,8,5,2010,5,0
7.0,0.02,3769.0,9,5,2010,6,0
6.0,0.0,2868.0,10,5,2010,0,0
4.8,0.0,3502.0,11,5,2010,1,0
7.8,0.0,4479.0,12,5,2010,2,0
11.3,0.0,5447.0,13,5,2010,3,1
13.9,0.0,7185.0,14,5,2010,4,0
18.5,0.0,7045.0,16,5,2010,6,0
17.9,0.0,4490.0,17,5,2010,0,0
17.6,0.05,4102.0,18,5,2010,1,0
18.4,0.0,7181.0,20,5,2010,3,0
18.0,0.0,10107.0,21,5,2010,4,0
18.6,0.0,10606.0,22,5,2010,5,0
12.8,0.03,3583.0,24,5,2010,0,0
11.9,0.02,4820.0,27,5,2010,3,0
10.5,0.0,5491.0,28,5,2010,4,0
10.4,0.0,4625.0,29,5,2010,5,0
9.7,0.0,4905.0,30,5,2010,6,0
10.6,0.0,5959.0,31,5,2010,0,0
15.5,0.0,8105.0,2,6,2010,2,0
15.7,0.0,8188.0,3,6,2010,3,0
13.1,0.0,8388.0,4,6,2010,4,0
10.9,0.0,5513.0,7,6,2010,0,0
15.6,0.0,4773.0,11,6,2010,4,0
14.0,0.08,4858.0,12,6,2010,5,0
12.7,0.02,4449.0,13,6,2010,6,0
12.5,0.05,6508.0,14,6,2010,0,0
12.8,0.0,6209.0,15,6,2010,1,0
12.9,0.0,6682.0,16,6,2010,2,0
14.0,0.0,7290.0,17,6,2010,3,0
14.6,0.0,6125.0,18,6,2010,4,0
14.4,0.0,8957.0,19,6,2010,5,0
15.1,0.02,9275.0,20,6,2010,6,0
13.2,0.02,4373.0,21,6,2010,0,0
12.9,0.0,6822.0,22,6,2010,1,0
14.9,0.0,8672.0,23,6,2010,2,0
16.5,0.0,6421.0,24,6,2010,3,0
17.5,0.0,3779.0,25,6,2010,4,1
16.1,0.02,10271.0,26,6,2010,5,1
16.2,0.0,6723.0,27,6,2010,6,0
16.5,0.0,6873.0,28,6,2010,0,0
16.8,0.0,11024.0,29,6,2010,1,0
18.1,0.0,11885.0,30,6,2010,2,0
19.1,0.0,8020.0,1,7,2010,3,0
18.3,0.0,8520.0,2,7,2010,4,0
18.3,0.0,14800.0,4,7,2010,6,0
19.8,0.0,11195.0,5,7,2010,0,0
20.5,0.02,6376.0,7,7,2010,2,0
21.5,0.0,9561.0,8,7,2010,3,0
22.9,0.2,11082.0,9,7,2010,4,0
21.3,0.0,16033.0,10,7,2010,5,0
20.5,0.0,12018.0,11,7,2010,6,0
22.8,0.0,10043.0,12,7,2010,0,0
24.1,0.0,13005.0,13,7,2010,1,0
24.8,0.0,11121.0,14,7,2010,2,0
25.3,0.0,9019.0,15,7,2010,3,0
22.5,0.0,10108.0,18,7,2010,6,0
20.9,0.0,11674.0,21,7,2010,2,0
22.4,0.0,4824.0,24,7,2010,5,0
15.5,0.02,8971.0,25,7,2010,6,0
19.7,0.0,8767.0,26,7,2010,0,0
23.8,0.0,11701.0,27,7,2010,1,0
23.7,0.0,7914.0,30,7,2010,4,0
21.2,0.0,11345.0,31,7,2010,5,0
20.3,0.0,10445.0,1,8,2010,6,0
19.8,0.0,9098.0,2,8,2010,0,0
20.9,0.0,6907.0,3,8,2010,1,0
20.6,0.0,7157.0,4,8,2010,2,0
21.1,0.02,7592.0,5,8,2010,3,0
22.8,0.0,12753.0,8,8,2010,6,0
24.6,0.12,5081.0,9,8,2010,0,0
19.6,0.03,8160.0,11,8,2010,2,0
19.8,0.0,8176.0,12,8,2010,3,0
19.9,0.0,10370.0,13,8,2010,4,0
22.8,0.0,9482.0,14,8,2010,5,0
22.5,0.0,7218.0,16,8,2010,0,0
19.2,0.0,4704.0,18,8,2010,2,0
18.3,0.02,8310.0,19,8,2010,3,0
17.6,0.0,7201.0,22,8,2010,6,0
18.1,0.0,3972.0,24,8,2010,1,0
15.0,0.07,5531.0,25,8,2010,2,0
15.3,0.15,5911.0,26,8,2010,3,0
13.4,0.05,5385.0,27,8,2010,4,0
12.4,0.0,8106.0,28,8,2010,5,0
11.6,0.0,4106.0,29,8,2010,6,0
11.4,0.12,3509.0,30,8,2010,0,0
12.3,0.0,3909.0,1,9,2010,2,0
14.6,0.0,3361.0,2,9,2010,3,0
11.5,0.0,2296.0,3,9,2010,4,0
8.1,0.03,4750.0,4,9,2010,5,0
13.5,0.0,3236.0,7,9,2010,1,0
14.2,0.0,4437.0,8,9,2010,2,0
14.9,0.0,5519.0,9,9,2010,3,0
15.3,0.0,4904.0,10,9,2010,4,0
14.4,0.0,4380.0,11,9,2010,5,0
14.0,0.02,3916.0,12,9,2010,6,0
15.3,0.0,3114.0,13,9,2010,0,0
16.3,0.0,2444.0,14,9,2010,1,0
14.8,0.0,2825.0,15,9,2010,2,0
13.5,0.05,3081.0,16,9,2010,3,0
13.0,0.02,3669.0,17,9,2010,4,0
13.0,0.02,3855.0,18,9,2010,5,0
11.9,0.02,3188.0,19,9,2010,6,0
10.3,0.1,3022.0,20,9,2010,0,0
11.8,0.0,2286.0,21,9,2010,1,0
12.2,0.08,3182.0,22,9,2010,2,0
11.8,0.0,3156.0,23,9,2010,3,0
11.4,0.0,4098.0,24,9,2010,4,0
13.7,0.0,7301.0,25,9,2010,5,0
10.2,0.0,2917.0,27,9,2010,0,0
9.0,0.0,2687.0,28,9,2010,1,0
7.2,0.0,2924.0,29,9,2010,2,0
6.7,0.0,3075.0,30,9,2010,3,0
8.8,0.0,4205.0,1,10,2010,4,0
7.7,0.0,5913.0,2,10,2010,5,0
6.3,0.0,3575.0,3,10,2010,6,0
9.2,0.0,2631.0,4,10,2010,0,0
10.9,0.0,2785.0,5,10,2010,1,0
9.8,0.0,3132.0,6,10,2010,2,0
9.2,0.0,3078.0,7,10,2010,3,0
9.0,0.0,3167.0,8,10,2010,4,0
8.8,0.0,4822.0,9,10,2010,5,0
8.8,0.0,3290.0,10,10,2010,6,0
8.4,0.0,2837.0,11,10,2010,0,0
6.6,0.0,2298.0,12,10,2010,1,0
3.8,0.02,2355.0,13,10,2010,2,0
3.6,0.0,2040.0,14,10,2010,3,0
3.6,0.02,2176.0,15,10,2010,4,0
2.1,0.0,3127.0,17,10,2010,6,0
5.8,0.0,2374.0,20,10,2010,2,0
6.8,0.03,2424.0,21,10,2010,3,0
3.6,0.05,3113.0,22,10,2010,4,0
0.5,0.0,4799.0,23,10,2010,5,0
4.2,0.0,2409.0,24,10,2010,6,0
6.0,0.03,2334.0,25,10,2010,0,0
2.7,0.0,2593.0,27,10,2010,2,0
2.0,0.0,2290.0,28,10,2010,3,0
6.9,0.0,3498.0,29,10,2010,4,0
7.7,0.02,3679.0,30,10,2010,5,0
7.8,0.0,3139.0,31,10,2010,6,0
7.8,0.0,2502.0,1,11,2010,0,0
8.0,0.0,2337.0,2,11,2010,1,0
5.8,0.0,2048.0,3,11,2010,2,0
7.4,0.0,4045.0,5,11,2010,4,0
5.1,0.0,4169.0,6,11,2010,5,1
2.6,0.0,2804.0,7,11,2010,6,0
2.2,0.0,2205.0,8,11,2010,0,0
0.3,0.0,1933.0,9,11,2010,1,0
0.6,0.1,2137.0,10,11,2010,2,0
5.6,0.02,2082.0,11,11,2010,3,0
4.0,0.05,2868.0,13,11,2010,5,0
5.3,0.05,3030.0,14,11,2010,6,0
4.3,0.0,2044.0,15,11,2010,0,0
6.3,0.03,2032.0,16,11,2010,1,0
-0.8,0.0,1907.0,18,11,2010,3,0
0.4,0.12,2651.0,19,11,2010,4,0
-2.6,0.0,3175.0,20,11,2010,5,0
-1.7,0.03,2171.0,21,11,2010,6,0
-1.9,0.0,1964.0,22,11,2010,0,0
-5.4,0.02,1854.0,23,11,2010,1,0
-3.3,0.02,1870.0,24,11,2010,2,0
-3.3,0.07,2302.0,25,11,2010,3,0
-7.7,0.0,2738.0,26,11,2010,4,0
-11.8,0.0,2879.0,27,11,2010,5,0
-10.7,0.0,2157.0,28,11,2010,6,0
-13.4,0.0,1717.0,29,11,2010,0,0
-13.7,0.0,1828.0,30,11,2010,1,0
-6.8,0.0,1883.0,2,12,2010,3,0
-2.3,0.0,2391.0,3,12,2010,4,0
-5.6,0.02,2450.0,4,12,2010,5,0
-2.5,0.02,1333.0,6,12,2010,0,1
-3.0,0.15,1811.0,7,12,2010,1,0
-2.9,0.08,2253.0,8,12,2010,2,0
-5.0,0.0,2381.0,9,12,2010,3,0
-3.2,0.02,3212.0,10,12,2010,4,0
-7.3,0.0,2173.0,11,12,2010,5,0
-7.9,0.07,1976.0,12,12,2010,6,0
-10.5,0.0,2093.0,13,12,2010,0,0
-9.5,0.0,2111.0,14,12,2010,1,0
-7.8,0.0,2528.0,15,12,2010,2,0
-9.7,0.0,2118.0,16,12,2010,3,0
-4.2,0.0,2488.0,17,12,2010,4,0
-4.4,0.0,1940.0,18,12,2010,5,0
-10.6,0.0,1474.0,19,12,2010,6,0
-9.8,0.05,1938.0,20,12,2010,0,0
-7.2,0.0,1961.0,22,12,2010,2,0
-8.2,0.02,1464.0,23,12,2010,3,0
-18.9,0.0,699.0,24,12,2010,4,1
-17.3,0.0,816.0,25,12,2010,5,1
-5.5,0.08,1594.0,27,12,2010,0,0
-7.4,0.0,1679.0,28,12,2010,1,0
-9.7,0.0,1848.0,29,12,2010,2,0
-8.8,0.0,1854.0,30,12,2010,3,0
-7.6,0.03,2912.0,31,12,2010,4,0
-5.9,0.0,2030.0,1,1,2011,5,1
-4.6,0.02,2009.0,2,1,2011,6,0
-9.8,0.0,2569.0,3,1,2011,0,0
-11.6,0.0,2179.0,4,1,2011,1,0
-11.0,0.0,2413.0,5,1,2011,2,0
-4.3,0.03,2200.0,7,1,2011,4,0
-3.0,0.05,2179.0,8,1,2011,5,0
0.9,0.12,1834.0,10,1,2011,0,0
1.3,0.0,1865.0,11,1,2011,1,0
1.0,0.0,1976.0,12,1,2011,2,0
-1.5,0.02,1910.0,13,1,2011,3,0
-5.3,0.0,2058.0,15,1,2011,5,0
-10.2,0.05,2104.0,17,1,2011,0,0
0.1,0.02,1812.0,18,1,2011,1,0
-2.6,0.02,2230.0,21,1,2011,4,0
-5.8,0.02,1952.0,24,1,2011,0,0
-2.7,0.02,1943.0,25,1,2011,1,0
-2.2,0.03,2219.0,26,1,2011,2,0
-11.5,0.02,2259.0,27,1,2011,3,0
-10.0,0.02,2303.0,28,1,2011,4,0
1.0,0.02,2404.0,5,2,2011,5,0
0.0,0.02,2163.0,6,2,2011,6,0
-1.8,0.0,2184.0,7,2,2011,0,0
-3.7,0.0,1679.0,8,2,2011,1,0
-10.0,0.0,2535.0,11,2,2011,4,0
-10.0,0.0,2526.0,12,2,2011,5,0
-11.9,0.0,1786.0,13,2,2011,6,0
-17.1,0.0,1876.0,14,2,2011,0,0
-17.8,0.0,1886.0,15,2,2011,1,0
-17.5,0.0,1734.0,16,2,2011,2,0
-16.1,0.0,2067.0,17,2,2011,3,0
-17.7,0.0,2361.0,18,2,2011,4,0
-19.3,0.0,2404.0,19,2,2011,5,0
-18.0,0.0,1605.0,20,2,2011,6,0
-17.2,0.0,1821.0,21,2,2011,0,0
-16.3,0.0,1648.0,22,2,2011,1,0
-13.7,0.0,1798.0,23,2,2011,2,0
-16.4,0.0,1637.0,24,2,2011,3,0
-17.3,0.0,2057.0,25,2,2011,4,0
-4.8,0.0,2203.0,27,2,2011,6,0
-4.2,0.0,2081.0,28,2,2011,0,0
-4.8,0.0,2487.0,2,3,2011,2,0
0.0,0.0,2387.0,4,3,2011,4,0
-0.3,0.0,3096.0,5,3,2011,5,0
0.5,0.0,2951.0,6,3,2011,6,0
-2.3,0.0,2141.0,7,3,2011,0,0
-3.8,0.0,2341.0,8,3,2011,1,0
-0.4,0.0,2583.0,9,3,2011,2,0
0.6,0.0,2495.0,10,3,2011,3,0
0.4,0.02,3833.0,12,3,2011,5,0
0.1,0.0,2575.0,13,3,2011,6,0
0.1,0.0,2015.0,14,3,2011,0,0
-3.1,0.0,2409.0,17,3,2011,3,0
-3.4,0.0,2609.0,18,3,2011,4,0
-0.8,0.0,2257.0,19,3,2011,5,0
-1.5,0.02,2868.0,20,3,2011,6,0
-0.7,0.0,2010.0,21,3,2011,0,0
-0.6,0.0,2098.0,22,3,2011,1,0
2.7,0.0,2361.0,24,3,2011,3,0
-0.2,0.0,2472.0,25,3,2011,4,0
-4.4,0.0,3286.0,26,3,2011,5,0
-1.5,0.0,1828.0,28,3,2011,0,0
-0.5,0.02,1963.0,29,3,2011,1,0
-0.4,0.0,2537.0,31,3,2011,3,0
1.5,0.0,2402.0,3,4,2011,6,0
2.1,0.0,2039.0,6,4,2011,2,0
2.4,0.02,2222.0,7,4,2011,3,0
1.8,0.05,3084.0,8,4,2011,4,0
2.6,0.0,4433.0,9,4,2011,5,0
4.5,0.0,4164.0,10,4,2011,6,0
5.2,0.0,2135.0,11,4,2011,0,0
3.1,0.0,2690.0,12,4,2011,1,0
3.5,0.0,2694.0,13,4,2011,2,0
3.3,0.0,2958.0,14,4,2011,3,0
3.5,0.0,3715.0,15,4,2011,4,0
7.7,0.0,3017.0,18,4,2011,0,0
8.9,0.0,3398.0,19,4,2011,1,0
6.1,0.0,2538.0,20,4,2011,2,0
7.9,0.02,6257.0,23,4,2011,5,0
9.2,0.0,6257.0,24,4,2011,6,1
10.3,0.0,5857.0,25,4,2011,0,1
11.3,0.0,2891.0,26,4,2011,1,0
10.7,0.0,3743.0,27,4,2011,2,0
11.8,0.0,3678.0,28,4,2011,3,0
9.6,0.0,4831.0,29,4,2011,4,0
8.4,0.0,5761.0,30,4,2011,5,0
8.0,0.02,5119.0,1,5,2011,6,1
4.8,0.0,3334.0,2,5,2011,0,0
4.1,0.0,3096.0,3,5,2011,1,0
4.8,0.0,4065.0,5,5,2011,3,0
7.3,0.0,5026.0,6,5,2011,4,0
9.2,0.0,6842.0,7,5,2011,5,0
12.4,0.0,3937.0,9,5,2011,0,0
12.9,0.0,4190.0,10,5,2011,1,0
14.0,0.0,4293.0,11,5,2011,2,0
13.5,0.0,5355.0,12,5,2011,3,0
13.5,0.0,4419.0,13,5,2011,4,0
10.8,0.0,4681.0,14,5,2011,5,0
9.2,0.0,3366.0,15,5,2011,6,0
8.4,0.03,3547.0,17,5,2011,1,0
8.7,0.0,3900.0,18,5,2011,2,0
9.3,0.0,5945.0,20,5,2011,4,0
10.9,0.0,10001.0,21,5,2011,5,0
11.1,0.0,6883.0,22,5,2011,6,0
11.2,0.07,6195.0,24,5,2011,1,0
9.5,0.0,6569.0,26,5,2011,3,0
11.8,0.0,5741.0,27,5,2011,4,0
10.6,0.0,3737.0,29,5,2011,6,0
9.7,0.02,4040.0,30,5,2011,0,0
9.9,0.02,6687.0,31,5,2011,1,0
13.5,0.0,10644.0,1,6,2011,2,0
19.3,0.0,10771.0,2,6,2011,3,1
14.0,0.0,7002.0,3,6,2011,4,0
16.8,0.0,10763.0,4,6,2011,5,0
16.3,0.0,7367.0,5,6,2011,6,0
15.2,0.0,5005.0,6,6,2011,0,0
15.5,0.0,7945.0,7,6,2011,1,0
18.4,0.0,9013.0,8,6,2011,2,0
19.1,0.0,9375.0,9,6,2011,3,0
19.7,0.0,11103.0,10,6,2011,4,0
23.2,0.0,19287.0,11,6,2011,5,0
21.1,0.0,13396.0,12,6,2011,6,1
20.7,0.0,3463.0,13,6,2011,0,0
12.9,0.07,5745.0,14,6,2011,1,0
12.4,0.0,5138.0,15,6,2011,2,0
12.7,0.0,6689.0,16,6,2011,3,0
14.3,0.08,5975.0,19,6,2011,6,0
13.2,0.03,4946.0,20,6,2011,0,0
14.5,0.0,5644.0,21,6,2011,1,0
14.7,0.0,8386.0,22,6,2011,2,0
14.2,0.0,6354.0,25,6,2011,5,1
14.6,0.07,7670.0,26,6,2011,6,0
18.6,0.0,10603.0,28,6,2011,1,0
20.1,0.0,11830.0,29,6,2011,2,0
18.9,0.0,11062.0,30,6,2011,3,0
20.4,0.0,10232.0,1,7,2011,4,0
24.3,0.0,9906.0,3,7,2011,6,0
17.9,0.0,7563.0,5,7,2011,1,0
17.5,0.0,12355.0,6,7,2011,2,0
20.1,0.0,11952.0,7,7,2011,3,0
21.4,0.0,11265.0,8,7,2011,4,0
22.3,0.0,17783.0,9,7,2011,5,0
23.2,0.0,11245.0,10,7,2011,6,0
21.8,0.0,8932.0,11,7,2011,0,0
19.3,0.1,9435.0,13,7,2011,2,0
18.6,0.0,11101.0,14,7,2011,3,0
16.8,0.0,3580.0,15,7,2011,4,0
17.7,0.0,9272.0,17,7,2011,6,0
17.7,0.03,9876.0,18,7,2011,0,0
19.8,0.0,5304.0,19,7,2011,1,0
19.6,0.02,14356.0,20,7,2011,2,0
19.7,0.0,11348.0,21,7,2011,3,0
23.1,0.0,13757.0,22,7,2011,4,0
24.4,0.0,14194.0,23,7,2011,5,0
22.7,0.0,5605.0,28,7,2011,3,0
22.2,0.0,13465.0,30,7,2011,5,0
20.9,0.0,9367.0,31,7,2011,6,0
19.5,0.0,7347.0,1,8,2011,0,0
17.3,0.0,9510.0,2,8,2011,1,0
16.2,0.0,12187.0,3,8,2011,2,0
18.5,0.0,11413.0,4,8,2011,3,0
19.1,0.0,10764.0,5,8,2011,4,0
19.5,0.0,10618.0,6,8,2011,5,0
19.2,0.02,9536.0,7,8,2011,6,0
20.5,0.0,6121.0,8,8,2011,0,0
19.5,0.02,4415.0,9,8,2011,1,0
17.1,0.02,6405.0,10,8,2011,2,0
16.2,0.2,5026.0,11,8,2011,3,0
14.6,0.05,8143.0,12,8,2011,4,0
15.3,0.1,16075.0,13,8,2011,5,0
16.4,0.0,9580.0,14,8,2011,6,0
17.0,0.0,4141.0,15,8,2011,0,0
18.8,0.05,7843.0,17,8,2011,2,0
18.2,0.0,8340.0,18,8,2011,3,0
16.8,0.0,11238.0,19,8,2011,4,0
16.7,0.0,12057.0,20,8,2011,5,0
18.8,0.0,8214.0,21,8,2011,6,0
16.3,0.0,4721.0,22,8,2011,0,0
16.6,0.33,5980.0,23,8,2011,1,0
16.6,0.03,7455.0,24,8,2011,2,0
17.7,0.0,7534.0,25,8,2011,3,0
17.6,0.0,7809.0,26,8,2011,4,0
20.2,0.0,18302.0,27,8,2011,5,0
20.7,0.0,6724.0,28,8,2011,6,0
19.6,0.0,3718.0,29,8,2011,0,0
13.4,0.18,3983.0,1,9,2011,3,0
13.2,0.03,3980.0,2,9,2011,4,0
12.5,0.0,5862.0,3,9,2011,5,0
14.5,0.02,6252.0,4,9,2011,6,0
14.4,0.0,4085.0,5,9,2011,0,0
16.3,0.07,3962.0,7,9,2011,2,0
16.0,0.03,4437.0,8,9,2011,3,0
14.9,0.0,4332.0,9,9,2011,4,0
14.2,0.0,7177.0,10,9,2011,5,0
14.3,0.0,2448.0,12,9,2011,0,0
15.8,0.08,2461.0,13,9,2011,1,0
15.5,0.05,2622.0,14,9,2011,2,0
14.4,0.03,3650.0,15,9,2011,3,0
13.9,0.02,4412.0,16,9,2011,4,0
13.2,0.02,5406.0,17,9,2011,5,0
12.7,0.0,4675.0,18,9,2011,6,0
12.3,0.0,2458.0,19,9,2011,0,0
13.0,0.03,3090.0,20,9,2011,1,0
13.9,0.07,3120.0,22,9,2011,3,0
12.2,0.0,4657.0,24,9,2011,5,0
10.0,0.0,4549.0,25,9,2011,6,0
9.9,0.0,2478.0,26,9,2011,0,0
11.9,0.0,3158.0,27,9,2011,1,0
13.7,0.03,3404.0,28,9,2011,2,0
10.8,0.0,2955.0,29,9,2011,3,0
11.3,0.0,5737.0,30,9,2011,4,0
16.4,0.0,6580.0,1,10,2011,5,0
10.6,0.0,4216.0,2,10,2011,6,0
9.0,0.0,2231.0,3,10,2011,0,0
11.7,0.1,2475.0,4,10,2011,1,0
11.5,0.0,3217.0,5,10,2011,2,0
11.9,0.03,3479.0,7,10,2011,4,0
10.8,0.03,5326.0,8,10,2011,5,0
9.1,0.05,4463.0,9,10,2011,6,0
6.9,0.0,2216.0,10,10,2011,0,0
9.2,0.07,2419.0,11,10,2011,1,0
7.6,0.03,2461.0,12,10,2011,2,0
6.1,0.0,3283.0,14,10,2011,4,0
4.4,0.0,4018.0,15,10,2011,5,0
5.6,0.0,3512.0,16,10,2011,6,0
8.7,0.0,3012.0,17,10,2011,0,0
9.6,0.0,2383.0,18,10,2011,1,0
8.8,0.0,2390.0,19,10,2011,2,0
8.3,0.08,3163.0,20,10,2011,3,0
8.4,0.07,3673.0,21,10,2011,4,0
5.7,0.0,3550.0,22,10,2011,5,0
8.4,0.02,3484.0,23,10,2011,6,0
6.3,0.0,3216.0,24,10,2011,0,0
9.1,0.0,2687.0,25,10,2011,1,0
8.1,0.0,2906.0,26,10,2011,2,0
7.7,0.0,3029.0,27,10,2011,3,0
8.2,0.0,5289.0,29,10,2011,5,0
9.2,0.0,3440.0,30,10,2011,6,0
9.2,0.0,3015.0,31,10,2011,0,0
9.8,0.0,2515.0,1,11,2011,1,0
9.3,0.0,2319.0,2,11,2011,2,0
10.6,0.0,2980.0,3,11,2011,3,0
10.0,0.0,4560.0,4,11,2011,4,0
8.4,0.0,5286.0,5,11,2011,5,1
8.1,0.0,2470.0,6,11,2011,6,0
7.0,0.0,2179.0,7,11,2011,0,0
7.7,0.02,2128.0,8,11,2011,1,0
7.3,0.0,2345.0,9,11,2011,2,0
2.8,0.0,2225.0,10,11,2011,3,0
1.8,0.0,3350.0,11,11,2011,4,0
5.5,0.0,3502.0,12,11,2011,5,0
3.7,0.0,2835.0,13,11,2011,6,0
6.0,0.0,2128.0,14,11,2011,0,0
2.9,0.0,2292.0,17,11,2011,3,0
4.9,0.0,2913.0,18,11,2011,4,0
5.0,0.0,3796.0,19,11,2011,5,0
3.4,0.07,2700.0,20,11,2011,6,0
-2.3,0.0,1900.0,21,11,2011,0,0
3.0,0.0,2103.0,22,11,2011,1,0
2.8,0.0,2254.0,23,11,2011,2,0
6.7,0.02,3004.0,25,11,2011,4,0
7.3,0.02,4393.0,26,11,2011,5,0
5.3,0.0,2152.0,27,11,2011,6,0
3.6,0.0,1987.0,30,11,2011,2,0
6.6,0.0,2537.0,1,12,2011,3,0
5.5,0.0,2625.0,2,12,2011,4,0
5.4,0.07,3632.0,3,12,2011,5,0
3.2,0.0,1892.0,4,12,2011,6,0
4.7,0.03,2505.0,5,12,2011,0,0
3.8,0.03,1915.0,6,12,2011,1,1
2.1,0.03,2014.0,7,12,2011,2,0
2.4,0.0,2435.0,8,12,2011,3,0
2.8,0.07,2315.0,9,12,2011,4,0
2.1,0.03,2162.0,10,12,2011,5,0
3.7,0.07,2063.0,11,12,2011,6,0
1.9,0.02,2296.0,13,12,2011,1,0
4.8,0.03,2766.0,15,12,2011,3,0
4.6,0.05,2694.0,16,12,2011,4,0
4.2,0.03,2406.0,17,12,2011,5,0
3.0,0.1,1762.0,18,12,2011,6,0
4.3,0.08,2237.0,19,12,2011,0,0
2.9,0.02,2283.0,21,12,2011,2,0
2.2,0.02,2016.0,22,12,2011,3,0
0.1,0.0,2060.0,23,12,2011,4,0
2.4,0.02,912.0,24,12,2011,5,1
3.1,0.0,1621.0,26,12,2011,0,1
6.2,0.02,1901.0,27,12,2011,1,0
