temperature_2m,rain,day,month,year
-2.0791666666666666,0.0,27,1,2024
0.8250000000000001,0.0,28,1,2024
1.4375,0.6,29,1,2024
-0.06666666666666667,0.3,30,1,2024
0.7625000000000001,0.0,31,1,2024
1.2208333333333334,6.8999999999999995,1,2,2024
-3.7875,0.0,2,2,2024
