ï»¿"label";"ID";"PÃIVÃMÃÃRÃ";"VUOSI";"NELJÃNNES";"KUUKAUSI";"VIIKKO";"PÃIVÃ";"KUUKAUSIPÃIVÃ";"TUNTI";"LOMA";"ALUS";"SUUNTA";"PYSÃKKI";"NOUSIJAT";"AJONEUVOT";"HENKILÃAUTOT";"PAKETTIAUTOT";"KUORMA-AUTOT";"REKAT";"MUUT";"LISÃLIIKENNE";"RANNALLE_NOUSIJAT";"RANNALLE_AJONEUVOT";"RANNALLE_HENKILÃAUTOT";"RANNALLE_PAKETTIAUTOT";"RANNALLE_KUORMA-AUTOT";"RANNALLE_REKAT";"RANNALLE_MUUT";"LÃMPÃTILA_KUUKAUSI";"SADE_KUUKAUSI";"LÃMPÃTILA_PÃIVÃ";"SADE_PÃIVÃ";"LÃMPÃTILA";"SADE";"TUULI";"TAPAHTUMA";"AJAMATON";"LISÃTIETOJA";"User";"PYÃRÃT";"RANNALLE_PYÃRÃT"
"";"";"2024-02-19 14:35:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS Tor";"k2";"0094";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 15:00:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Tor";"k1";"0095";"11";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 15:20:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Suomenlinna II";"s1";"0099";"101";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 15:25:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Tor";"k2";"0094";"17";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 14:55:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS EhrensvÃ¤rd";"s1";"0097";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.3";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 15:30:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS EhrensvÃ¤rd";"s2";"0096";"12";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3.2";"";"false";"";"MS EhrensvÃ¤rd";"1";""
"";"";"2024-02-19 15:40:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Suomenlinna II";"s2";"0098";"139";"3";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3.2";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-19 15:50:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Tor";"k1";"0095";"28";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.7";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-19 16:00:00";"2024";"1";"2";"8";"0";"19";"16";"0";"MS Suomenlinna II";"s1";"0099";"57";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.1";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 16:15:00";"2024";"1";"2";"8";"0";"19";"16";"0";"MS Tor";"k2";"0094";"15";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"1.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 16:20:00";"2024";"1";"2";"8";"0";"19";"16";"0";"MS Suomenlinna II";"s2";"0098";"120";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.2";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 16:40:00";"2024";"1";"2";"8";"0";"19";"16";"0";"MS Suomenlinna II";"s1";"0099";"53";"3";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.5";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-19 16:40:00";"2024";"1";"2";"8";"0";"19";"16";"0";"MS Tor";"k1";"0095";"24";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.5";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-19 17:00:00";"2024";"1";"2";"8";"0";"19";"17";"0";"MS Suomenlinna II";"s2";"0098";"181";"2";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.7";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 17:05:00";"2024";"1";"2";"8";"0";"19";"17";"0";"MS Tor";"k2";"0094";"7";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 17:20:00";"2024";"1";"2";"8";"0";"19";"17";"0";"MS Suomenlinna II";"s1";"0099";"63";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.4";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 17:40:00";"2024";"1";"2";"8";"0";"19";"17";"0";"MS Suomenlinna II";"s2";"0098";"66";"3";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.1";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-19 17:50:00";"2024";"1";"2";"8";"0";"19";"17";"0";"MS Tor";"k1";"0095";"23";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 18:00:00";"2024";"1";"2";"8";"0";"19";"18";"0";"MS Suomenlinna II";"s1";"0099";"34";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.2";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-19 18:15:00";"2024";"1";"2";"8";"0";"19";"18";"0";"MS Tor";"k2";"0094";"4";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"2.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 18:20:00";"2024";"1";"2";"8";"0";"19";"18";"0";"MS Suomenlinna II";"s2";"0098";"58";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"3.4";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 18:40:00";"2024";"1";"2";"8";"0";"19";"18";"0";"MS Suomenlinna II";"s1";"0099";"34";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.1";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 18:40:00";"2024";"1";"2";"8";"0";"19";"18";"0";"MS Tor";"k1";"0095";"13";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.1";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 19:00:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Suomenlinna II";"s2";"0098";"32";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 19:05:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Tor";"k2";"0094";"3";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 19:30:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Tor";"k1";"0095";"16";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 19:20:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Suokki";"s1";"0099";"13";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0.1";"0";"3";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 19:40:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Suokki";"s2";"0098";"17";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 19:55:00";"2024";"1";"2";"8";"0";"19";"19";"0";"MS Tor";"k2";"0094";"3";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 20:00:00";"2024";"1";"2";"8";"0";"19";"20";"0";"MS Suokki";"s1";"0099";"10";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.9";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 20:20:00";"2024";"1";"2";"8";"0";"19";"20";"0";"MS Suokki";"s2";"0098";"23";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 20:20:00";"2024";"1";"2";"8";"0";"19";"20";"0";"MS Tor";"k1";"0095";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"0";"0";"3.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 20:40:00";"2024";"1";"2";"8";"0";"19";"20";"0";"MS Suokki";"s1";"0099";"28";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"2.9";"";"false";"";"MS Suokki";"2";""
"";"";"2024-02-19 20:45:00";"2024";"1";"2";"8";"0";"19";"20";"0";"MS Tor";"k2";"0094";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"2.9";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 21:10:00";"2024";"1";"2";"8";"0";"19";"21";"0";"MS Tor";"k1";"0095";"5";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"3.3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 21:20:00";"2024";"1";"2";"8";"0";"19";"21";"0";"MS Suokki";"s2";"0098";"13";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"2.8";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 21:35:00";"2024";"1";"2";"8";"0";"19";"21";"0";"MS Tor";"k2";"0094";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 21:40:00";"2024";"1";"2";"8";"0";"19";"21";"0";"MS Suokki";"s1";"0099";"11";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.3";"";"false";"";"MS Suokki";"2";""
"";"";"2024-02-19 22:00:00";"2024";"1";"2";"8";"0";"19";"22";"0";"MS Suokki";"s2";"0098";"9";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.9";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 22:20:00";"2024";"1";"2";"8";"0";"19";"22";"0";"MS Suokki";"s1";"0099";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.9";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 23:00:00";"2024";"1";"2";"8";"0";"19";"23";"0";"MS Suokki";"s2";"0098";"3";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.5";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 23:20:00";"2024";"1";"2";"8";"0";"19";"23";"0";"MS Suokki";"s1";"0099";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.2";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-19 23:40:00";"2024";"1";"2";"8";"0";"19";"23";"0";"MS Suokki";"s2";"0098";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.7";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 00:00:00";"2024";"1";"2";"8";"0";"19";"0";"0";"MS Suokki";"s1";"0099";"2";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3";"";"false";"";"MS Suokki";"1";""
"";"";"2024-02-20 00:20:00";"2024";"1";"2";"8";"0";"19";"0";"0";"MS Suokki";"s2";"0098";"2";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.1";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 00:40:00";"2024";"1";"2";"8";"0";"19";"0";"0";"MS Suokki";"s1";"0099";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.9";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 01:00:00";"2024";"1";"2";"8";"0";"19";"1";"0";"MS Suokki";"s2";"0098";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.1";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 02:00:00";"2024";"1";"2";"8";"0";"19";"2";"0";"MS Suokki";"s2";"0098";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.6";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 01:40:00";"2024";"1";"2";"8";"0";"19";"1";"0";"MS Suokki";"s1";"0099";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.2";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 02:20:00";"2024";"1";"2";"8";"0";"19";"2";"0";"MS Suokki";"s1";"0099";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.2";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-20 06:00:00";"2024";"1";"2";"8";"1";"20";"6";"0";"MS Suomenlinna II";"s2";"0098";"11";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.7";"0";"3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 06:20:00";"2024";"1";"2";"8";"1";"20";"6";"0";"MS Suomenlinna II";"s1";"0099";"24";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"2.7";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 06:40:00";"2024";"1";"2";"8";"1";"20";"6";"0";"MS Suomenlinna II";"s2";"0098";"15";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 07:00:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS Suomenlinna II";"s1";"0099";"32";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.8";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-20 07:15:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS Tor";"k2";"0094";"30";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-20 07:20:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS Suomenlinna II";"s2";"0098";"24";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.5";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 07:40:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS Tor";"k1";"0095";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"3.1";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-20 07:40:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS Suomenlinna II";"s1";"0099";"69";"3";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"3.1";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-20 08:00:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Suomenlinna II";"s2";"0098";"32";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"3";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-20 08:05:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Tor";"k2";"0094";"53";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"3";"";"false";"";"MS Tor";"2";""
"";"";"2024-02-20 08:20:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Suomenlinna II";"s1";"0099";"31";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 08:30:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Tor";"k1";"0095";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"2.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-20 08:40:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Suomenlinna II";"s2";"0098";"37";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.5";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-20 08:55:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS Tor";"k2";"0094";"34";"3";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"2.7";"";"false";"";"MS Tor";"3";""
"";"";"2024-02-20 09:00:00";"2024";"1";"2";"8";"1";"20";"9";"0";"MS Suomenlinna II";"s1";"0099";"30";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.7";"0";"2.8";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-20 07:25:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS EhrensvÃ¤rd";"s1";"0097";"6";"4";"0";"3";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"3.5";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-20 07:50:00";"2024";"1";"2";"8";"1";"20";"7";"0";"MS EhrensvÃ¤rd";"s2";"0096";"2";"2";"0";"2";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"2.9";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-20 08:15:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS EhrensvÃ¤rd";"s1";"0097";"3";"1";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.9";"0";"3";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-20 08:55:00";"2024";"1";"2";"8";"1";"20";"8";"0";"MS EhrensvÃ¤rd";"s2";"0096";"9";"3";"0";"3";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.8";"0";"2.7";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-20 09:20:00";"2024";"1";"2";"8";"1";"20";"9";"0";"MS Suomenlinna II";"s2";"0098";"37";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.7";"0";"2.8";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 09:40:00";"2024";"1";"2";"8";"1";"20";"9";"0";"MS Suomenlinna II";"s1";"0099";"65";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.5";"0";"2.6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 09:20:00";"2024";"1";"2";"8";"1";"20";"9";"0";"MS Tor";"k1";"0095";"2";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.7";"0";"2.8";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-20 09:45:00";"2024";"1";"2";"8";"1";"20";"9";"0";"MS Tor";"k2";"0094";"22";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.5";"0";"2.6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-20 10:00:00";"2024";"1";"2";"8";"1";"20";"10";"0";"MS Suomenlinna II";"s2";"0098";"41";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.3";"0";"3.3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-20 10:30:00";"2024";"1";"2";"8";"1";"20";"10";"0";"MS Tor";"k1";"0095";"9";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"";"";"-0.3";"0";"4.2";"";"false";"";"MS Tor";"0";""
