ï»¿"label";"ID";"PÃIVÃMÃÃRÃ";"VUOSI";"NELJÃNNES";"KUUKAUSI";"VIIKKO";"PÃIVÃ";"KUUKAUSIPÃIVÃ";"TUNTI";"LOMA";"ALUS";"SUUNTA";"PYSÃKKI";"NOUSIJAT";"AJONEUVOT";"HENKILÃAUTOT";"PAKETTIAUTOT";"KUORMA-AUTOT";"REKAT";"MUUT";"LISÃLIIKENNE";"RANNALLE_NOUSIJAT";"RANNALLE_AJONEUVOT";"RANNALLE_HENKILÃAUTOT";"RANNALLE_PAKETTIAUTOT";"RANNALLE_KUORMA-AUTOT";"RANNALLE_REKAT";"RANNALLE_MUUT";"LÃMPÃTILA_KUUKAUSI";"SADE_KUUKAUSI";"LÃMPÃTILA_PÃIVÃ";"SADE_PÃIVÃ";"LÃMPÃTILA";"SADE";"TUULI";"TAPAHTUMA";"AJAMATON";"LISÃTIETOJA";"User";"PYÃRÃT";"RANNALLE_PYÃRÃT"
"";"";"2024-02-19 06:00:00";"2024";"1";"2";"8";"0";"19";"6";"0";"MS Suomenlinna II";"s2";"0098";"18";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.8";"0";"2.7";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 06:20:00";"2024";"1";"2";"8";"0";"19";"6";"0";"MS Suomenlinna II";"s1";"0099";"27";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.6";"0";"2.7";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 06:40:00";"2024";"1";"2";"8";"0";"19";"6";"0";"MS Suomenlinna II";"s2";"0098";"9";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.6";"0";"3.2";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 07:00:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS Suomenlinna II";"s1";"0099";"29";"3";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.6";"0";"3";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-19 07:15:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS Tor";"k2";"0094";"26";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.6";"0";"2.8";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 07:20:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS Suomenlinna II";"s2";"0098";"22";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.7";"0";"2.2";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 07:40:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS Suomenlinna II";"s1";"0099";"48";"2";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.4";"0";"2";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 07:25:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS EhrensvÃ¤rd";"s1";"0097";"9";"5";"0";"1";"4";"0";"0";"0";"3";"3";"0";"2";"0";"0";"1";"";"";"-1.1";"";"-1.7";"0";"2.2";"";"false";"Toisella pakettiautolla perÃ¤vaunu";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 08:00:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Suomenlinna II";"s2";"0098";"33";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.4";"0";"2.6";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-19 07:40:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS Tor";"k1";"0095";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.4";"0";"2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 08:05:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Tor";"k2";"0094";"40";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.4";"0";"2.6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 08:20:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Suomenlinna II";"s1";"0099";"44";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.3";"0";"3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 07:50:00";"2024";"1";"2";"8";"0";"19";"7";"0";"MS EhrensvÃ¤rd";"s2";"0096";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.4";"0";"1.1";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 08:30:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Tor";"k1";"0095";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.3";"0";"3.1";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 08:15:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS EhrensvÃ¤rd";"s1";"0097";"5";"4";"0";"3";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.3";"0";"2.8";"";"false";"PerÃ¤vaunu";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 08:40:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Suomenlinna II";"s2";"0098";"36";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.2";"0";"3";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 08:55:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS Tor";"k2";"0094";"23";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.1";"0";"3";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-19 09:00:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS Suomenlinna II";"s1";"0099";"66";"2";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.2";"0";"3";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 09:20:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS Suomenlinna II";"s2";"0098";"18";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.8";"0";"3.1";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 08:55:00";"2024";"1";"2";"8";"0";"19";"8";"0";"MS EhrensvÃ¤rd";"s2";"0096";"1";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-1.1";"0";"3";"";"false";"";"MS EhrensvÃ¤rd";"1";""
"";"";"2024-02-19 09:20:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS EhrensvÃ¤rd";"s1";"0097";"6";"4";"1";"1";"1";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.8";"0";"3.1";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 09:40:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS Suomenlinna II";"s1";"0099";"80";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.7";"0";"1.4";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 09:45:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS Tor";"k2";"0094";"18";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.7";"0";"1.4";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-19 09:20:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS Tor";"k1";"0095";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.8";"0";"3.1";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 09:45:00";"2024";"1";"2";"8";"0";"19";"9";"0";"MS EhrensvÃ¤rd";"s2";"0096";"5";"2";"1";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.7";"0";"1.4";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 10:00:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS Suomenlinna II";"s2";"0098";"58";"2";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.7";"0";"2.4";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 10:10:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS EhrensvÃ¤rd";"s1";"0097";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"2.7";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 10:30:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS Tor";"k1";"0095";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 10:40:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS Suomenlinna II";"s1";"0099";"116";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.9";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 10:55:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS Tor";"k2";"0094";"20";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 11:00:00";"2024";"1";"2";"8";"0";"19";"11";"0";"MS Suomenlinna II";"s2";"0098";"32";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.2";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 11:20:00";"2024";"1";"2";"8";"0";"19";"11";"0";"MS Suomenlinna II";"s1";"0099";"133";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"3.4";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 11:20:00";"2024";"1";"2";"8";"0";"19";"11";"0";"MS Tor";"k1";"0095";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.1";"0";"3.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 11:40:00";"2024";"1";"2";"8";"0";"19";"11";"0";"MS Suomenlinna II";"s2";"0098";"32";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"4";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 11:45:00";"2024";"1";"2";"8";"0";"19";"11";"0";"MS Tor";"k2";"0094";"30";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 12:00:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS Suomenlinna II";"s1";"0099";"121";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.6";"0";"3.8";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 12:10:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS Tor";"k1";"0095";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"3.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 10:40:00";"2024";"1";"2";"8";"0";"19";"10";"0";"MS EhrensvÃ¤rd";"s2";"0096";"10";"6";"0";"2";"2";"1";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"2.9";"";"false";"";"MS EhrensvÃ¤rd";"1";""
"";"";"2024-02-19 12:20:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS Suomenlinna II";"s2";"0098";"46";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.6";"0";"4.3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 12:25:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS EhrensvÃ¤rd";"s1";"0097";"4";"2";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.6";"0";"4.3";"";"false";"";"MS EhrensvÃ¤rd";"1";""
"";"";"2024-02-19 12:35:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS Tor";"k2";"0094";"26";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"3.8";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 13:00:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS Tor";"k1";"0095";"10";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.5";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 13:00:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS Suomenlinna II";"s1";"0099";"181";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"3.5";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 12:50:00";"2024";"1";"2";"8";"0";"19";"12";"0";"MS EhrensvÃ¤rd";"s2";"0096";"20";"5";"1";"1";"3";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.7";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 13:20:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS Suomenlinna II";"s2";"0098";"178";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 13:25:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS Tor";"k2";"0094";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.5";"0";"3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 13:15:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS EhrensvÃ¤rd";"s1";"0097";"7";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.2";"0";"3.4";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 13:40:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS Suomenlinna II";"s1";"0099";"83";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"4.5";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 13:40:00";"2024";"1";"2";"8";"0";"19";"13";"0";"MS EhrensvÃ¤rd";"s2";"0096";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"4.5";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 14:00:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS Suomenlinna II";"s2";"0098";"121";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.9";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-19 14:10:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS Tor";"k1";"0095";"15";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"4.3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-19 14:05:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS EhrensvÃ¤rd";"s1";"0097";"3";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.9";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 14:40:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS Suomenlinna II";"s1";"0099";"139";"2";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.8";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-19 14:30:00";"2024";"1";"2";"8";"0";"19";"14";"0";"MS EhrensvÃ¤rd";"s2";"0096";"10";"2";"1";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.4";"0";"3.6";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-19 15:00:00";"2024";"1";"2";"8";"0";"19";"15";"0";"MS Suomenlinna II";"s2";"0098";"167";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-1.1";"";"-0.3";"0";"2.7";"";"false";"";"MS Suomenlinna II";"0";""
